"number","opened_at","short_description","description","subcategory","close_notes","resolved_by","resolved_at","severity","assigned_to","category","comments","parent_incident","priority"
"INC0014355","2025-11-03 06:07:48","Issue 1354: Laptop boot issue","User reported Issue 1354: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014354","2025-11-03 06:07:48","Issue 1353: Slow internet","User reported Issue 1353: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014353","2025-11-03 06:07:48","Issue 1352: VPN connection failure","User reported Issue 1352: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014352","2025-11-03 06:07:47","Issue 1351: Software installation error","User reported Issue 1351: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014351","2025-11-03 06:07:47","Issue 1350: Email not syncing","User reported Issue 1350: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014350","2025-11-03 06:07:47","Issue 1349: Software installation error","User reported Issue 1349: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014349","2025-11-03 06:07:47","Issue 1348: Software installation error","User reported Issue 1348: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014348","2025-11-03 06:07:47","Issue 1347: VPN connection failure","User reported Issue 1347: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014347","2025-11-03 06:07:47","Issue 1346: Software installation error","User reported Issue 1346: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014346","2025-11-03 06:07:46","Issue 1345: Software installation error","User reported Issue 1345: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014345","2025-11-03 06:07:46","Issue 1344: Slow internet","User reported Issue 1344: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014344","2025-11-03 06:07:46","Issue 1343: Slow internet","User reported Issue 1343: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014343","2025-11-03 06:07:46","Issue 1342: Software installation error","User reported Issue 1342: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014342","2025-11-03 06:07:46","Issue 1341: Software installation error","User reported Issue 1341: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014341","2025-11-03 06:07:46","Issue 1340: Email not syncing","User reported Issue 1340: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014340","2025-11-03 06:07:45","Issue 1339: VPN connection failure","User reported Issue 1339: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014339","2025-11-03 06:07:45","Issue 1338: Software installation error","User reported Issue 1338: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014338","2025-11-03 06:07:45","Issue 1337: VPN connection failure","User reported Issue 1337: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014337","2025-11-03 06:07:45","Issue 1336: Software installation error","User reported Issue 1336: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014336","2025-11-03 06:07:45","Issue 1335: Slow internet","User reported Issue 1335: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014335","2025-11-03 06:07:45","Issue 1334: VPN connection failure","User reported Issue 1334: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014334","2025-11-03 06:07:44","Issue 1333: Email not syncing","User reported Issue 1333: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014333","2025-11-03 06:07:44","Issue 1332: VPN connection failure","User reported Issue 1332: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014332","2025-11-03 06:07:44","Issue 1331: Email not syncing","User reported Issue 1331: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014331","2025-11-03 06:07:44","Issue 1330: Laptop boot issue","User reported Issue 1330: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014330","2025-11-03 06:07:44","Issue 1329: Slow internet","User reported Issue 1329: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014329","2025-11-03 06:07:44","Issue 1328: Software installation error","User reported Issue 1328: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014328","2025-11-03 06:07:43","Issue 1327: VPN connection failure","User reported Issue 1327: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014327","2025-11-03 06:07:43","Issue 1326: VPN connection failure","User reported Issue 1326: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014326","2025-11-03 06:07:43","Issue 1325: Email not syncing","User reported Issue 1325: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014325","2025-11-03 06:07:43","Issue 1324: Laptop boot issue","User reported Issue 1324: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014324","2025-11-03 06:07:43","Issue 1323: Email not syncing","User reported Issue 1323: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014323","2025-11-03 06:07:43","Issue 1322: Email not syncing","User reported Issue 1322: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014322","2025-11-03 06:07:42","Issue 1321: Software installation error","User reported Issue 1321: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014321","2025-11-03 06:07:42","Issue 1320: Laptop boot issue","User reported Issue 1320: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014320","2025-11-03 06:07:42","Issue 1319: Email not syncing","User reported Issue 1319: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014319","2025-11-03 06:07:42","Issue 1318: VPN connection failure","User reported Issue 1318: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014318","2025-11-03 06:07:42","Issue 1317: Email not syncing","User reported Issue 1317: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014317","2025-11-03 06:07:42","Issue 1316: Software installation error","User reported Issue 1316: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014316","2025-11-03 06:07:41","Issue 1315: Laptop boot issue","User reported Issue 1315: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014315","2025-11-03 06:07:41","Issue 1314: Slow internet","User reported Issue 1314: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014314","2025-11-03 06:07:41","Issue 1313: VPN connection failure","User reported Issue 1313: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014313","2025-11-03 06:07:41","Issue 1312: Email not syncing","User reported Issue 1312: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014312","2025-11-03 06:07:41","Issue 1311: VPN connection failure","User reported Issue 1311: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014311","2025-11-03 06:07:41","Issue 1310: Laptop boot issue","User reported Issue 1310: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014310","2025-11-03 06:07:40","Issue 1309: Slow internet","User reported Issue 1309: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014309","2025-11-03 06:07:40","Issue 1308: Software installation error","User reported Issue 1308: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014308","2025-11-03 06:07:40","Issue 1307: Laptop boot issue","User reported Issue 1307: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014307","2025-11-03 06:07:40","Issue 1306: Software installation error","User reported Issue 1306: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014306","2025-11-03 06:07:40","Issue 1305: Laptop boot issue","User reported Issue 1305: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014305","2025-11-03 06:07:39","Issue 1304: Email not syncing","User reported Issue 1304: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014304","2025-11-03 06:07:39","Issue 1303: Slow internet","User reported Issue 1303: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014303","2025-11-03 06:07:39","Issue 1302: Slow internet","User reported Issue 1302: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014302","2025-11-03 06:07:39","Issue 1301: Slow internet","User reported Issue 1301: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014301","2025-11-03 06:07:39","Issue 1300: Software installation error","User reported Issue 1300: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014300","2025-11-03 06:07:39","Issue 1299: Software installation error","User reported Issue 1299: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014299","2025-11-03 06:07:38","Issue 1298: Software installation error","User reported Issue 1298: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014298","2025-11-03 06:07:38","Issue 1297: Laptop boot issue","User reported Issue 1297: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014297","2025-11-03 06:07:38","Issue 1296: Laptop boot issue","User reported Issue 1296: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014296","2025-11-03 06:07:38","Issue 1295: Laptop boot issue","User reported Issue 1295: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014295","2025-11-03 06:07:38","Issue 1294: Software installation error","User reported Issue 1294: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014294","2025-11-03 06:07:38","Issue 1293: Email not syncing","User reported Issue 1293: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014293","2025-11-03 06:07:37","Issue 1292: Slow internet","User reported Issue 1292: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014292","2025-11-03 06:07:37","Issue 1291: Email not syncing","User reported Issue 1291: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014291","2025-11-03 06:07:37","Issue 1290: Laptop boot issue","User reported Issue 1290: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014290","2025-11-03 06:07:37","Issue 1289: Slow internet","User reported Issue 1289: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014289","2025-11-03 06:07:37","Issue 1288: Laptop boot issue","User reported Issue 1288: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014288","2025-11-03 06:07:37","Issue 1287: Laptop boot issue","User reported Issue 1287: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014287","2025-11-03 06:07:36","Issue 1286: Software installation error","User reported Issue 1286: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014286","2025-11-03 06:07:36","Issue 1285: VPN connection failure","User reported Issue 1285: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014285","2025-11-03 06:07:36","Issue 1284: Email not syncing","User reported Issue 1284: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014284","2025-11-03 06:07:36","Issue 1283: Laptop boot issue","User reported Issue 1283: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014283","2025-11-03 06:07:36","Issue 1282: Laptop boot issue","User reported Issue 1282: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014282","2025-11-03 06:07:36","Issue 1281: Laptop boot issue","User reported Issue 1281: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014281","2025-11-03 06:07:35","Issue 1280: Slow internet","User reported Issue 1280: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014280","2025-11-03 06:07:35","Issue 1279: Laptop boot issue","User reported Issue 1279: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014279","2025-11-03 06:07:35","Issue 1278: Email not syncing","User reported Issue 1278: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014278","2025-11-03 06:07:35","Issue 1277: Laptop boot issue","User reported Issue 1277: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014277","2025-11-03 06:07:35","Issue 1276: Software installation error","User reported Issue 1276: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014276","2025-11-03 06:07:34","Issue 1275: VPN connection failure","User reported Issue 1275: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014275","2025-11-03 06:07:34","Issue 1274: Laptop boot issue","User reported Issue 1274: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014274","2025-11-03 06:07:34","Issue 1273: VPN connection failure","User reported Issue 1273: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014273","2025-11-03 06:07:34","Issue 1272: VPN connection failure","User reported Issue 1272: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014272","2025-11-03 06:07:34","Issue 1271: Email not syncing","User reported Issue 1271: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014271","2025-11-03 06:07:34","Issue 1270: Slow internet","User reported Issue 1270: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014270","2025-11-03 06:07:33","Issue 1269: Laptop boot issue","User reported Issue 1269: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014269","2025-11-03 06:07:33","Issue 1268: Laptop boot issue","User reported Issue 1268: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014268","2025-11-03 06:07:33","Issue 1267: VPN connection failure","User reported Issue 1267: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014267","2025-11-03 06:07:33","Issue 1266: Laptop boot issue","User reported Issue 1266: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014266","2025-11-03 06:07:33","Issue 1265: Software installation error","User reported Issue 1265: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014265","2025-11-03 06:07:33","Issue 1264: Email not syncing","User reported Issue 1264: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014264","2025-11-03 06:07:32","Issue 1263: Slow internet","User reported Issue 1263: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014263","2025-11-03 06:07:32","Issue 1262: Email not syncing","User reported Issue 1262: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014262","2025-11-03 06:07:32","Issue 1261: Slow internet","User reported Issue 1261: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014261","2025-11-03 06:07:32","Issue 1260: VPN connection failure","User reported Issue 1260: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014260","2025-11-03 06:07:32","Issue 1259: Laptop boot issue","User reported Issue 1259: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014259","2025-11-03 06:07:31","Issue 1258: Software installation error","User reported Issue 1258: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014258","2025-11-03 06:07:31","Issue 1257: Laptop boot issue","User reported Issue 1257: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014257","2025-11-03 06:07:31","Issue 1256: Software installation error","User reported Issue 1256: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014256","2025-11-03 06:07:31","Issue 1255: Software installation error","User reported Issue 1255: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014255","2025-11-03 06:07:31","Issue 1254: Software installation error","User reported Issue 1254: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014254","2025-11-03 06:07:31","Issue 1253: Slow internet","User reported Issue 1253: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014253","2025-11-03 06:07:30","Issue 1252: VPN connection failure","User reported Issue 1252: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014252","2025-11-03 06:07:30","Issue 1251: Slow internet","User reported Issue 1251: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014251","2025-11-03 06:07:30","Issue 1250: Software installation error","User reported Issue 1250: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014250","2025-11-03 06:07:30","Issue 1249: VPN connection failure","User reported Issue 1249: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014249","2025-11-03 06:07:30","Issue 1248: Laptop boot issue","User reported Issue 1248: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014248","2025-11-03 06:07:29","Issue 1247: Slow internet","User reported Issue 1247: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014247","2025-11-03 06:07:29","Issue 1246: Slow internet","User reported Issue 1246: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014246","2025-11-03 06:07:29","Issue 1245: Slow internet","User reported Issue 1245: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014245","2025-11-03 06:07:29","Issue 1244: VPN connection failure","User reported Issue 1244: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014244","2025-11-03 06:07:29","Issue 1243: VPN connection failure","User reported Issue 1243: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014243","2025-11-03 06:07:29","Issue 1242: Slow internet","User reported Issue 1242: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014242","2025-11-03 06:07:28","Issue 1241: Email not syncing","User reported Issue 1241: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014241","2025-11-03 06:07:28","Issue 1240: VPN connection failure","User reported Issue 1240: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014240","2025-11-03 06:07:28","Issue 1239: Slow internet","User reported Issue 1239: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014239","2025-11-03 06:07:28","Issue 1238: Software installation error","User reported Issue 1238: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014238","2025-11-03 06:07:28","Issue 1237: VPN connection failure","User reported Issue 1237: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014237","2025-11-03 06:07:28","Issue 1236: Laptop boot issue","User reported Issue 1236: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014236","2025-11-03 06:07:27","Issue 1235: Software installation error","User reported Issue 1235: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014235","2025-11-03 06:07:27","Issue 1234: Software installation error","User reported Issue 1234: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014234","2025-11-03 06:07:27","Issue 1233: Slow internet","User reported Issue 1233: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014233","2025-11-03 06:07:27","Issue 1232: Slow internet","User reported Issue 1232: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014232","2025-11-03 06:07:27","Issue 1231: Slow internet","User reported Issue 1231: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014231","2025-11-03 06:07:27","Issue 1230: VPN connection failure","User reported Issue 1230: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014230","2025-11-03 06:07:26","Issue 1229: Slow internet","User reported Issue 1229: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014229","2025-11-03 06:07:26","Issue 1228: Slow internet","User reported Issue 1228: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014228","2025-11-03 06:07:26","Issue 1227: Email not syncing","User reported Issue 1227: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014227","2025-11-03 06:07:26","Issue 1226: Email not syncing","User reported Issue 1226: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014226","2025-11-03 06:07:26","Issue 1225: Software installation error","User reported Issue 1225: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014225","2025-11-03 06:07:26","Issue 1224: VPN connection failure","User reported Issue 1224: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014224","2025-11-03 06:07:25","Issue 1223: VPN connection failure","User reported Issue 1223: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014223","2025-11-03 06:07:25","Issue 1222: Slow internet","User reported Issue 1222: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014222","2025-11-03 06:07:25","Issue 1221: VPN connection failure","User reported Issue 1221: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014221","2025-11-03 06:07:25","Issue 1220: Slow internet","User reported Issue 1220: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014220","2025-11-03 06:07:25","Issue 1219: Laptop boot issue","User reported Issue 1219: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014219","2025-11-03 06:07:24","Issue 1218: Email not syncing","User reported Issue 1218: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014218","2025-11-03 06:07:24","Issue 1217: Laptop boot issue","User reported Issue 1217: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014217","2025-11-03 06:07:24","Issue 1216: Slow internet","User reported Issue 1216: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014216","2025-11-03 06:07:24","Issue 1215: Email not syncing","User reported Issue 1215: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014215","2025-11-03 06:07:24","Issue 1214: VPN connection failure","User reported Issue 1214: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014214","2025-11-03 06:07:24","Issue 1213: Laptop boot issue","User reported Issue 1213: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
